node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ARNT	HLF	9606.ENSP00000351407	9606.ENSP00000226067	0	0	0	0	0.051	0.141	0	0.337	0.412
ARNT	POU5F1	9606.ENSP00000351407	9606.ENSP00000259915	0	0	0	0	0	0.142	0	0.333	0.403
ARNT	SMAD3	9606.ENSP00000351407	9606.ENSP00000332973	0	0	0	0	0	0	0.900	0.214	0.918
ARNT	BHLHA15	9606.ENSP00000351407	9606.ENSP00000476312	0	0	0	0	0	0	0	0.464	0.463
ARNT	HIF1A	9606.ENSP00000351407	9606.ENSP00000437955	0	0	0	0.583	0.062	0.999	0.900	0.994	0.999
ATOH1	MYCN	9606.ENSP00000302216	9606.ENSP00000281043	0	0	0	0	0	0	0	0.595	0.595
ATOH1	OTX2	9606.ENSP00000302216	9606.ENSP00000343819	0	0	0	0	0.062	0	0	0.444	0.456
ATOH1	LHX9	9606.ENSP00000302216	9606.ENSP00000356357	0	0	0	0	0	0	0	0.470	0.470
ATOH1	LHX1	9606.ENSP00000302216	9606.ENSP00000477829	0	0	0	0	0.062	0	0	0.465	0.477
ATOH1	GATA3	9606.ENSP00000302216	9606.ENSP00000368632	0	0	0	0	0	0.078	0	0.512	0.531
ATOH1	CDX2	9606.ENSP00000302216	9606.ENSP00000370408	0	0	0	0	0.213	0.062	0	0.466	0.572
ATOH1	SPDEF	9606.ENSP00000302216	9606.ENSP00000363149	0	0	0	0	0	0	0	0.605	0.605
BHLHE40	CREB3L3	9606.ENSP00000256495	9606.ENSP00000078445	0	0	0	0	0	0	0	0.505	0.505
BHLHE40	SPI1	9606.ENSP00000256495	9606.ENSP00000227163	0	0	0	0	0	0	0	0.442	0.442
BHLHE40	GATA3	9606.ENSP00000256495	9606.ENSP00000368632	0	0	0	0	0	0.149	0	0.330	0.406
BHLHE40	HIF1A	9606.ENSP00000256495	9606.ENSP00000437955	0	0	0	0	0	0.057	0	0.576	0.583
CDX2	NEUROG3	9606.ENSP00000370408	9606.ENSP00000242462	0	0	0	0	0.062	0.076	0	0.432	0.465
CDX2	POU5F1	9606.ENSP00000370408	9606.ENSP00000259915	0	0	0	0	0.062	0.345	0	0.953	0.968
CDX2	GATA6	9606.ENSP00000370408	9606.ENSP00000269216	0	0	0	0	0.095	0.138	0	0.786	0.818
CDX2	T	9606.ENSP00000370408	9606.ENSP00000296946	0	0	0	0	0.063	0.133	0	0.532	0.586
CDX2	SOX17	9606.ENSP00000370408	9606.ENSP00000297316	0	0	0	0	0	0.081	0	0.717	0.729
CDX2	ELF5	9606.ENSP00000370408	9606.ENSP00000311010	0	0	0	0	0	0	0	0.699	0.699
CDX2	SMAD3	9606.ENSP00000370408	9606.ENSP00000332973	0	0	0	0	0	0.076	0	0.698	0.709
CDX2	GATA4	9606.ENSP00000370408	9606.ENSP00000334458	0	0	0	0	0	0.090	0	0.754	0.766
CDX2	GATA2	9606.ENSP00000370408	9606.ENSP00000345681	0	0	0	0	0.062	0.090	0	0.495	0.532
CDX2	PTF1A	9606.ENSP00000370408	9606.ENSP00000365687	0	0	0	0	0	0.070	0	0.391	0.410
CDX2	SOX21	9606.ENSP00000370408	9606.ENSP00000366144	0	0	0	0	0	0.081	0	0.411	0.436
CDX2	GATA3	9606.ENSP00000370408	9606.ENSP00000368632	0	0	0	0	0.063	0.090	0	0.649	0.675
CDX2	FOXA2	9606.ENSP00000370408	9606.ENSP00000400341	0	0	0	0	0.069	0.068	0	0.637	0.658
CDX2	EOMES	9606.ENSP00000370408	9606.ENSP00000388620	0	0	0	0	0	0.182	0	0.753	0.789
CDX4	T	9606.ENSP00000362613	9606.ENSP00000296946	0	0	0	0	0.065	0.133	0	0.434	0.501
CUX2	DLX2	9606.ENSP00000261726	9606.ENSP00000234198	0	0	0	0	0	0.143	0	0.330	0.401
CUX2	EOMES	9606.ENSP00000261726	9606.ENSP00000388620	0	0	0	0	0	0.105	0	0.526	0.558
CUX2	ETV1	9606.ENSP00000261726	9606.ENSP00000405327	0	0	0	0	0.053	0.065	0	0.604	0.618
CUX2	TBR1	9606.ENSP00000261726	9606.ENSP00000374205	0	0	0	0	0.076	0.105	0	0.655	0.689
DLX2	LHX1	9606.ENSP00000234198	9606.ENSP00000477829	0	0	0	0	0	0.100	0	0.362	0.401
DLX2	PBX3	9606.ENSP00000234198	9606.ENSP00000362588	0	0	0	0	0	0.181	0	0.326	0.425
DLX2	SOX6	9606.ENSP00000234198	9606.ENSP00000379644	0	0	0	0	0	0.090	0	0.408	0.438
DLX2	LHX9	9606.ENSP00000234198	9606.ENSP00000356357	0	0	0	0	0.062	0.100	0	0.439	0.485
DLX2	EOMES	9606.ENSP00000234198	9606.ENSP00000388620	0	0	0	0	0.062	0.104	0	0.516	0.558
DLX2	SOX10	9606.ENSP00000234198	9606.ENSP00000380093	0	0	0	0	0.062	0.081	0	0.574	0.600
DLX2	RUNX2	9606.ENSP00000234198	9606.ENSP00000360493	0	0	0	0	0	0.057	0	0.642	0.648
DLX2	TBR1	9606.ENSP00000234198	9606.ENSP00000374205	0	0	0	0	0.063	0.104	0	0.633	0.665
DMRT1	POU5F1	9606.ENSP00000371711	9606.ENSP00000259915	0	0	0	0	0.065	0.058	0	0.420	0.444
DMRT1	GATA4	9606.ENSP00000371711	9606.ENSP00000334458	0	0	0	0	0	0.059	0.900	0.565	0.955
DMRT1	LHX9	9606.ENSP00000371711	9606.ENSP00000356357	0	0	0	0	0	0.057	0	0.466	0.475
DMRT1	SOX10	9606.ENSP00000371711	9606.ENSP00000380093	0	0	0	0	0	0.072	0	0.440	0.458
E2F4	YY1	9606.ENSP00000368686	9606.ENSP00000262238	0	0	0	0	0.062	0.111	0	0.522	0.566
E2F4	MYCN	9606.ENSP00000368686	9606.ENSP00000281043	0	0	0	0	0	0	0	0.433	0.433
E2F4	SMAD3	9606.ENSP00000368686	9606.ENSP00000332973	0	0	0	0	0.062	0.270	0.900	0.988	0.999
E2F4	GATA2	9606.ENSP00000368686	9606.ENSP00000345681	0	0	0	0	0	0.076	0	0.602	0.616
E2F4	GABPA	9606.ENSP00000368686	9606.ENSP00000346886	0	0	0	0	0.062	0.071	0	0.394	0.426
E2F4	ELK4	9606.ENSP00000368686	9606.ENSP00000350681	0	0	0	0	0	0.071	0	0.494	0.510
E2F4	GATA1	9606.ENSP00000368686	9606.ENSP00000365858	0	0	0	0	0	0.139	0	0.401	0.462
ELF1	GABPA	9606.ENSP00000239882	9606.ENSP00000346886	0	0	0	0.604	0.123	0.139	0	0.775	0.451
ELF4	RUNX2	9606.ENSP00000311280	9606.ENSP00000360493	0	0	0	0	0.088	0.070	0	0.413	0.459
ELF5	GRHL2	9606.ENSP00000311010	9606.ENSP00000251808	0	0	0	0	0.086	0	0	0.399	0.427
ELF5	POU5F1	9606.ENSP00000311010	9606.ENSP00000259915	0	0	0	0	0	0	0	0.516	0.516
ELF5	SMAD3	9606.ENSP00000311010	9606.ENSP00000332973	0	0	0	0	0	0	0	0.435	0.435
